Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200161,2020,4/1/2021,East Haddam,27 CEDAR MEADOW RD,169960,335000,0.5073,Residential,Single Family,,,,
200384,2020,3/9/2021,Enfield,17 MEADOWS,150420,199999,0.7521,Residential,Condo,,,,POINT (-72.53246 41.99173)
200150,2020,7/1/2021,Hebron,32 BARBERS WAY,210880,376724,0.5597,Residential,Condo,,,,POINT (-72.35403 41.66302)
200391,2020,05/25/2021,Farmington,5 BUTTERNUT DR,171450,308000,0.5566,Residential,Single Family,,,,POINT (-72.89915 41.73304)
200108,2020,07/19/2021,Bethany,22 EMERALD LN,290400,565000,0.5139,Residential,Single Family,,,,POINT (-73.02222 41.41221)
2020196,2020,04/30/2021,Ansonia,91 JEWETT ST,108000,160000,0.675,Residential,Two Family,,,,POINT (-73.07144 41.33653)
201346,2020,7/6/2021,Greenwich,55 GREENWICH HILLS DRIVE,454370,680000,0.6681,Residential,Condo,,,,
201159,2020,7/6/2021,Danbury,7 CRESTVIEW LN,219200,461000,0.4754,Residential,Condo,,L14077-221,,
200799,2020,09/30/2021,Groton,237 H ST,20580,48900,0.4208,Residential,Single Family,,MOBILE HOME,,POINT (-72.05044 41.34005)
200230,2020,4/5/2021,Avon,254 HUCKLEBERRY HILL ROAD,177520,305000,0.582,Residential,Single Family,,,,
200007,2020,10/1/2020,Bridgeport,161 SUNBURST RD,126870,219000,0.5793,Residential,Single Family,,,,POINT (-73.22385 41.22064)
200146,2020,3/1/2021,Cromwell,148 SALEM DRIVE,97580,157900,0.6179,Residential,Condo,,,,POINT (-72.67327 41.61458)
20317,2020,5/10/2021,Darien,4 PHILLIPS LANE,604660,1210000,0.4997,Residential,Single Family,,,,
200013,2020,10/6/2020,Groton,27 CRESCENT ST,345310,849500,0.406486168,Residential,Single Family,07 - Change in Property,,HAS 2.5 BATHS PER MLS,POINT (-72.00572 41.30842)
20588,2020,4/1/2021,Hartford,32 MARTIN ST,63595,230000,0.2765,Residential,Three Family,,,,
201024,2020,07/26/2021,Hartford,56 COOLIDGE ST,57992,165000,0.3514,Residential,Single Family,,,,
200054,2020,11/17/2020,Coventry,196 NATHAN HALE RD,212600,320000,0.6643,Residential,Single Family,,,,
200388,2020,05/21/2021,Farmington,122 FARMINGTON CHASE CRESCENT,116350,200000,0.5817,Residential,Condo,,,,
200652,2020,3/1/2021,Danbury,26 CROSS ST,127700,225000,0.5675,Residential,Single Family,,K13085,,POINT (-73.43016 41.39717)
200847,2020,09/15/2021,Glastonbury,N/5C MOUNTAIN RD,107500,250000,0.43,Vacant Land,,,,,POINT (-72.51742 41.73034)
200036,2020,3/12/2021,Lyme,115 TOWN WOODS RD,371000,615000,0.6032,Residential,Single Family,,,,
200240,2020,7/6/2021,East Haddam,60 MILLINGTON RD,158070,330000,0.479,Residential,Single Family,,,,
20510,2020,3/8/2021,Hartford,76 NEPAUG ST,56070,205000,0.2735,Residential,Single Family,,,,POINT (-72.7096 41.72948)
201486,2020,07/27/2021,Greenwich,36 COPPER BEECH ROAD,1268890,2620000,0.4843,Residential,Single Family,,,,
200355,2020,05/24/2021,Guilford,DURHAM RD,138420,350000,0.395485714,Vacant Land,,,"MAP 109 LOT 36-A6, ID 3734",,
200184,2020,2/3/2021,Madison,1023 DURHAM RD,172000,217000,0.7926,Residential,Single Family,,,,POINT (-72.63012 41.34246)
20849,2020,6/7/2021,Hartford,1620 BROAD ST,105290,335000,0.3142,Residential,Three Family,,,,POINT (-72.68716 41.74724)
201438,2020,07/20/2021,Greenwich,12 DORCHESTER LANE,1081640,2106000,0.5135,Residential,Single Family,,,,
200535,2020,08/26/2021,Guilford,204 SAM HILL RD,346490,392500,0.8827,Residential,Single Family,08 - Part Interest,,,POINT (-72.70125 41.27352)
20000131,2020,1/8/2021,Brookfield,201 FEDERAL RD,3442430,29000,118.7044828,Industrial,,06 - Portion of Property,SOLD PORTION OF LAND TO STATE OF CT,,
2000038,2020,10/23/2020,Cheshire,250 MT SANFORD RD,280700,520000,0.5398,Residential,Single Family,,,,
200557,2020,6/4/2021,Glastonbury,9 BLUEBERRY LN,224300,450000,0.4984,Residential,Single Family,,,,
200077,2020,5/10/2021,Harwinton,WHITE OAK DR,64300,145000,0.4434,Vacant Land,,,,,
200088,2020,12/15/2020,Bloomfield,163 THISTLE POND DRIVE,163170,265000,0.6157,Residential,Condo,,,,
20758,2020,07/27/2021,East Hartford,55 ADAMS ST,104750,215000,0.4872,Residential,Single Family,01 - Family,,,
200208,2020,09/30/2021,Hebron,37 OLD COLCHESTER RD,276360,400000,0.6909,Residential,Single Family,01 - Family,SALE BETWEEN FAMILY MEMBERS,,
200111,2020,10/28/2020,Bristol,95 MAIDEN LA,171220,289000,0.5924,Residential,Single Family,,,,
20000121,2020,3/8/2021,Granby,87 NORTHWOODS RD,252420,369000,0.684,Residential,Single Family,,,,POINT (-72.86175 42.03388)
20046,2020,10/23/2020,Farmington,3 PINE HOLLOW RD,226380,360000,0.6288,Residential,Single Family,,,,
200412,2020,04/22/2021,East Haven,5 ROMA ST #D,80680,130000,0.620615385,Residential,Condo,,,,
200382,2020,6/9/2021,Guilford,379 WHITFIELD ST CN1746,13440,27000,0.4977,Residential,Condo,,DOCKOMINIUM/BOAT SLIP,,
200000280,2020,6/4/2021,Brookfield,2 CAWDOR BURN RD,326010,598000,0.5451,Residential,Single Family,,,,
201277,2020,07/26/2021,Griswold,"148 MATHEWSON ST UNITS 306, 30",90720,580000,0.1564,Residential,Condo,25 - Other,"CONDO UNITS SOLD TOGETHER UNITS 306, 308, 309, 405, 407",,
200594,2020,7/8/2021,Groton,7 BAYBERRY LN,161070,370000,0.435324324,Residential,Single Family,,,,
20598,2020,9/7/2021,Darien,32 KENSETT LANE,1182790,1950000,0.606558974,Residential,Condo,,,,POINT (-73.50911 41.09763)
201164,2020,04/19/2021,Griswold,816 VOLUNTOWN RD,130690,160000,0.8168,Residential,Four Family,,,,
200034,2020,11/3/2020,Bloomfield,217 TUNXIS AVENUE,131830,264900,0.4976,Residential,Single Family,,,,
200049,2020,11/13/2020,Cromwell,139 WOODLAND DR,60130,121450,0.495100865,Residential,Condo,07 - Change in Property,REMODELED NO PERMITS,,
200038,2020,10/13/2020,Enfield,17 MEADOWLARK RD,102970,100000,1.0297,Residential,Condo,25 - Other,NOT ON OPEN MARKET,,POINT (-72.59636 41.96811)
2000169,2020,2/2/2021,Cheshire,96 SLOPER LANE,179540,350000,0.5129,Residential,Single Family,,,,POINT (-72.90841 41.53036)
200238,2020,08/23/2021,Canton,33 GARRETT ROAD,384160,655000,0.5865,Residential,Single Family,,,,POINT (-72.89609 41.85118)
200092,2020,05/25/2021,Goshen,73 ASHLEY DRIVE,238230,424150,0.5616,Residential,Single Family,,,,
20339,2020,05/19/2021,Darien,15 BROOKSIDE DRIVE,473760,675000,0.7018,Residential,Single Family,,,,
20019,2020,12/30/2020,Eastford,41 ASHFORD RD,104290,147000,0.7094,Residential,Single Family,,,,POINT (-72.12023 41.9002)
20468,2020,3/1/2021,Hartford,18 PARK TER,50890,120000,0.424083333,Apartments,,07 - Change in Property,,,
200019,2020,12/14/2020,Canaan,151 UNDERMOUNTAIN RD,212000,302000,0.7019,Residential,Single Family,,,,
200538,2020,09/23/2021,Madison,80 SUFFOLK DR,329200,724900,0.4541,Residential,Single Family,,,,POINT (-72.6486 41.40321)
2020139,2020,01/25/2021,Berlin,134 EPISCOPAL ROAD,136000,210000,0.647619048,Residential,Single Family,,,,
20931,2020,09/20/2021,East Hartford,204 BRITT RD,83100,210000,0.3957,Residential,Single Family,,,,POINT (-72.59749 41.7323)
200189,2020,04/20/2021,Cromwell,34 CLUBHOUSE DRIVE,118860,115000,1.0335,Residential,Condo,25 - Other,ESTATE,,POINT (-72.68789 41.60496)
200172,2020,06/30/2021,Essex,130 MAIN ST,196900,525000,0.375047619,Residential,Single Family,,CTBK,GOOD SALE PER MLS,
200544,2020,07/19/2021,Farmington,6 COYOTE COURT,89690,505306,0.1774,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION BUILT AFTER 10/1/2020,,POINT (-72.78128 41.74595)
200124,2020,2/3/2021,Coventry,66 ECHO DR,81300,112200,0.7245,Residential,Single Family,,,,POINT (-72.31674 41.76255)
20559,2020,03/25/2021,Hartford,115 YALE ST,66465,205000,0.3242,Residential,Single Family,,,,
200131,2020,5/11/2021,Easton,REDDING ROAD,17990,23540,0.7642,Vacant Land,,17 - Two Towns,,,
200010,2020,10/2/2020,Manchester,233 HENRY STREET,100400,199900,0.5022,Residential,Single Family,,,,POINT (-72.51267 41.78892)
200440,2020,01/21/2021,Bristol,126 ROCKWELL AVE,115920,249900,0.463865546,Residential,Single Family,07 - Change in Property,,PER MLS UPDATED KITCHEN AND BATH. ALSO HAS 2ND KITCHEN IN FINISHED LOWER LEVEL.,
200425,2020,12/30/2020,Danbury,14 CROFUT ST,179300,330000,0.5433,Residential,Three Family,,H15026,,POINT (-73.46512 41.38966)
201059,2020,07/30/2021,Hartford,61 RUSS ST,212800,220000,0.9672,Commercial,,,,,
20116,2020,12/8/2020,Bethel,17 JACOBS LANE,418320,632000,0.6618,Residential,Single Family,,,,POINT (-73.37538 41.34709)
200104,2020,11/23/2020,Guilford,8 EAST BEARHOUSE HILL RD,448740,762000,0.5888,Residential,Single Family,,,,POINT (-72.65748 41.32762)
2020186,2020,3/4/2021,Berlin,16 TREASURE AVE,135200,226800,0.5961,Residential,Single Family,,,,
200449,2020,07/26/2021,Madison,1 WEST SUSSEX PL,195300,396000,0.4931,Residential,Condo,,,,
2000275,2020,04/20/2021,Cheshire,1190 PECK LANE,170980,300000,0.5699,Residential,Single Family,,,,POINT (-72.90686 41.53481)
20805,2020,8/9/2021,East Hartford,111 MADISON ST,143680,336400,0.4271,Residential,Single Family,07 - Change in Property,,,POINT (-72.59669 41.74894)
20466,2020,7/6/2021,Darien,115 OLD KINGS HWY SOUTH,567490,1187500,0.4778,Residential,Single Family,,,,POINT (-73.47557 41.07029)
201313,2020,07/26/2021,Cromwell,7 COUNTRY SQUIRE DRIVE UNIT G,69300,91000,0.7615,Residential,Condo,,,,
20062,2020,12/21/2020,Derby,13 CHERRY ST,117950,254900,0.4627,Residential,Two Family,,,,
20029,2020,1/11/2021,Lisbon,21 LISBON HEIGHTS RD,175240,325000,0.5392,Residential,Single Family,,,,
200009,2020,10/6/2020,Easton,44 SANFORD DRIVE,359290,585000,0.6141,Residential,Single Family,,,,POINT (-73.29164 41.27742)
200195,2020,9/9/2021,Bolton,73 NOTCH RD,199700,330000,0.6051,Residential,Single Family,,,,POINT (-72.44507 41.7801)
200111,2020,11/3/2020,Manchester,304 AUTUMN STREET,113400,150000,0.756,Residential,Single Family,,,,POINT (-72.50477 41.76579)
201236,2020,9/9/2021,Manchester,12 ARDMORE ROAD,85300,218500,0.390389016,Residential,Single Family,07 - Change in Property,,"UPDATED KITCHEN AND BATH PER MLS, WOOD SHED",POINT (-72.50922 41.78124)
200008,2020,10/28/2020,Chester,DOCK RD,3120,20000,0.156,Vacant Land,,12 - Non Buildable Lot,,.35 AC LOT ASSESSED AS UNBUILDABLE - SOLD TO ABUTTER,
200098,2020,2/5/2021,Essex,85 RIVER RD UNIT M-6,134800,225000,0.5991,Residential,Condo,,,,POINT (-72.39291 41.37106)
20002,2020,10/8/2020,Barkhamsted,111-113 GOOSE GREEN RD,174050,200000,0.87025,Residential,Single Family,,"2 HOMES: 1941 RANCH, 1266 SFLA + 1955 BUNGALOW, 674 SFLA ON 2.58 AC",,
200259,2020,1/4/2021,Enfield,52 SOUTH RD,133010,182400,0.729221491,Residential,Single Family,14 - Foreclosure,,,
200246,2020,12/3/2020,Bristol,104 WILDEWOD RUN,221220,399900,0.5531,Residential,Single Family,,,,
200501,2020,01/19/2021,Danbury,55 WILDMAN ST 312,46500,12000,3.875,Residential,Condo,25 - Other,DEED STATES NO CONSIDERATION / J14247-31,,POINT (-73.43742 41.39569)
201332,2020,8/9/2021,Danbury,726 CENTER MEADOW LN,191900,380000,0.505,Residential,Condo,,B15002-726,,POINT (-73.52811 41.38792)
201069,2020,8/2/2021,Hartford,141 BLOOMFIELD AVE,55650,870000,0.0639,Vacant Land,,17 - Two Towns,,,
200078,2020,11/17/2020,Madison,66 WICKFORD PL,654300,970000,0.6745,Residential,Single Family,,,,POINT (-72.60438 41.32386)
200656,2020,06/30/2021,Enfield,F SMYTH FARM CORNERS,44370,59900,0.7407,Commercial,,,,,
200280,2020,08/24/2021,East Haddam,18 ACORN DR,218380,350000,0.6239,Residential,Single Family,,,,POINT (-72.4172 41.45663)
200369,2020,12/15/2020,Danbury,10 SOUTH ST 20,115400,240000,0.4808,Residential,Condo,,K16163-3,,POINT (-73.42506 41.38314)
20759,2020,5/10/2021,Hartford,48 ATWOOD ST #00B1,18865,68000,0.2774,Residential,Condo,,,,
200067,2020,10/14/2020,Greenwich,376 SOUND BEACH AVENUE,1072680,1705000,0.6291,Residential,Single Family,25 - Other,CHURCH PROPERTY,,
200438,2020,07/30/2021,East Lyme,2 LOVERS LN,257180,510000,0.5042,Residential,Single Family,,,,POINT (-72.23324 41.36527)
2000404,2020,7/2/2021,Cheshire,63 CURRIER WAY,107450,209000,0.5141,Residential,Condo,,,,POINT (-72.93135 41.53369)
2000175,2020,03/19/2021,Bloomfield,7 WOODLAND AVENUE,78050,141000,0.5535,Residential,Condo,,,,POINT (-72.73352 41.83344)
200073,2020,11/2/2020,Glastonbury,117 CEDAR RIDGE TER,193400,300000,0.6446,Residential,Single Family,,,,
200434,2020,6/8/2021,Farmington,25 FARMINGTON MEADOW DR,116610,190000,0.6137,Residential,Condo,,,,POINT (-72.79448 41.72443)
20000019,2020,10/26/2020,Granby,33 WINDMILL SPRINGS,112350,180000,0.6241,Residential,Condo,,,,POINT (-72.78799 41.94905)
200291,2020,07/26/2021,Colchester,25 APPLE LN,196800,400000,0.492,Residential,Single Family,,,,
201413,2020,08/25/2021,Danbury,8 CHERRYFIELD DR,0,139995,0,Residential,Single Family,07 - Change in Property,NEW MOBILE HOME / D15017-26,,
200000334,2020,07/15/2021,Brookfield,7 SIGNAL HILL RD,352750,740000,0.4766,Residential,Single Family,,,,
2000258,2020,4/8/2021,Cheshire,584 WOODPOND RD,250550,368000,0.6808,Residential,Single Family,,,,
200552,2020,6/9/2021,Branford,22G ANCHOR REEF CLUB,280800,525000,0.5348,Residential,Condo,,,,
200176,2020,06/15/2021,Canton,25 HIGH LEDGE ROAD,52150,200000,0.2607,Vacant Land,,25 - Other,NOT SOLD ON OPEN MARKET- PURCHASED TO AVOID DEVELOPMENT,,
200433,2020,04/19/2021,Glastonbury,35 PADDOCK LN,1505300,2000000,0.7526,Residential,Single Family,,,,
200384,2020,07/27/2021,Killingly,44 PROSPECT AVE,159040,245000,0.6491,Apartments,,,,,
20039,2020,2/10/2021,Barkhamsted,19 WEST RIVER RD,165640,293000,0.5653,Residential,Single Family,,"1834 COLONIAL, 2570 SFLA, 0.72 AC",,POINT (-72.9894 41.91488)
200459,2020,06/16/2021,Farmington,62 LAKE GARDA DR,197700,391000,0.5056,Residential,Single Family,,,,
200258,2020,11/23/2020,Danbury,32 COALPIT HILL RD #2,84200,181778,0.463202368,Residential,Condo,25 - Other,J16087-2,MULTIPLE UNIT SALE,POINT (-73.43796 41.38549)
200574,2020,7/9/2021,East Haven,2 MANSFIELD GROVE RD #267,193190,276000,0.6999,Residential,Condo,,,,
200708,2020,07/14/2021,Enfield,2 PUTNAM DR,129820,290000,0.447655172,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #200350,
200690,2020,3/9/2021,Danbury,6 WINDING RIDGE WAY,307300,517500,0.5938,Residential,Single Family,,B15002-134,,
201749,2020,09/21/2021,Greenwich,51 FOREST AVENUE UN162,454580,975000,0.4662,Residential,Condo,,,,
200195,2020,11/9/2020,Greenwich,45 OVERLOOK DRIVE,1532790,1870000,0.8196,Residential,Single Family,10 - A Will,,,POINT (-73.61429 41.03477)
200762,2020,5/6/2021,Manchester,244G OAKLAND STREET,102700,180000,0.5705,Residential,Condo,,,,POINT (-72.51886 41.80161)
20066,2020,9/7/2021,Franklin,136 POND RD,52150,429900,0.1213,Residential,Single Family,07 - Change in Property,NEW HOUSE,,
200535,2020,06/18/2021,East Haven,55 SALERNO AVE,118220,282000,0.419219858,Residential,Single Family,07 - Change in Property,,PER MLS HOUSE HAS 2 FULL BATHS AND FINISHED BASEMENT,
20049,2020,08/19/2021,Colebrook,11 RUTH CROSS ROAD,213700,399000,0.5355,Residential,Single Family,,,,POINT (-73.03933 41.96801)
20086,2020,08/30/2021,Barkhamsted,47 ROBIN DR,200660,250000,0.8026,Residential,Single Family,26 - Rehabilitation Deferred,"1988 Colonial, 2821 SFLA, 1.64 AC",,
2000307,2020,7/6/2021,Bloomfield,5 COTTAGE GROVE CIRCLE,96810,115000,0.8418,Residential,Single Family,,,,
200487,2020,08/25/2021,Madison,122 RIVER EDGE FARMS RD,418300,850000,0.4921,Residential,Single Family,,,,POINT (-72.63644 41.27435)
200321,2020,12/7/2020,Manchester,19 JENNY CLIFF,167700,351000,0.4777,Residential,Single Family,,,,POINT (-72.47501 41.75687)
200488,2020,5/12/2021,Glastonbury,98 NEWELL LN,319600,14537,21.9852,Residential,Single Family,06 - Portion of Property,SPLIT,,
200000249,2020,5/3/2021,Brookfield,30 ACORN LN,119961,245000,0.4896,Residential,Condo,,,,
200046,2020,11/25/2020,Hebron,390 JONES ST,204230,349900,0.5836,Residential,Single Family,,,,POINT (-72.39138 41.60202)
20000200,2020,3/11/2021,Brookfield,10 HOLLOW DR LOT 5,85510,50000,1.7102,Vacant Land,,25 - Other,AFFORDABLE HOUSING,,POINT (-73.42557 41.4703)
20005,2020,10/5/2020,Columbia,235 ROUTE 66 SOUTH,396030,650000,0.6092,Residential,Single Family,,,,
20092,2020,11/12/2020,Farmington,7 GRANDVIEW DR # 37-C,67670,85000,0.7961,Residential,Condo,,,,POINT (-72.85003 41.7425)
20000163,2020,05/19/2021,Granby,123 SILKEY RD,222720,380000,0.586105263,Residential,Single Family,28 - Use Assessment,PA 490 REMOVED,,
200667,2020,02/26/2021,Greenwich,39 MOHAWK LANE,1470910,2130000,0.690568075,Residential,Single Family,25 - Other,NOT LISTED,,POINT (-73.60857 41.09667)
20126,2020,04/19/2021,Burlington,86 TAINE MOUNTAIN RD,352080,590000,0.5967,Residential,Single Family,,SINGLE FAMILY W INLAW,,POINT (-72.91684 41.76743)
200690,2020,07/19/2021,Glastonbury,12 STONY BROOK DR A5,59500,123000,0.4837,Residential,Condo,,,,
200467,2020,1/7/2021,Greenwich,209 PALMER HILL ROAD,963130,1575000,0.6115,Residential,Single Family,,,,POINT (-73.57062 41.05886)
200154,2020,10/30/2020,Greenwich,27 COBB ISLAND DRIVE,2595460,3999000,0.649,Residential,Single Family,,,,POINT (-73.60257 41.02657)
200834,2020,4/9/2021,Greenwich,9 GLEN COURT,1243760,1802500,0.69,Residential,Single Family,,,,
20104,2020,11/5/2020,East Hartford,216 SANDRA DR,103010,229900,0.448,Residential,Single Family,25 - Other,ESTATE/ DEPRESSED SALE,,
20251,2020,4/1/2021,Bethel,64 B MILWAUKEE AVE,190330,367700,0.5176,Residential,Single Family,,,,
200086,2020,10/19/2020,Danbury,11 MANNION LA #8,141900,250000,0.5676,Residential,Condo,,K16123-8,,POINT (-73.42764 41.38387)
200119,2020,07/27/2021,Beacon Falls,50 TWIN OAKS TRAIL,0,421004,0,Residential,Condo,07 - Change in Property,New Construction,,
20151,2020,11/24/2020,East Hartford,60 RIDGEWOOD RD,125220,195500,0.6405,Residential,Single Family,,,,
200033,2020,10/19/2020,Guilford,274 CHURCH ST 7B,123270,220000,0.5603,Residential,Condo,,,,
20132,2020,12/21/2020,Darien,7 ECHO DRIVE,762090,1410000,0.5404,Residential,Single Family,,,,POINT (-73.51281 41.08225)
200388,2020,4/1/2021,Branford,26 LIMEWOOD AVE,157700,255000,0.6184,Residential,Single Family,,SLIGHT WATERVIEW,,
200660,2020,4/6/2021,Bristol,317 WILLIS ST,114940,254900,0.4509,Residential,Single Family,,,,
201364,2020,09/28/2021,Bristol,92 ROUND HILL RD,113190,155000,0.7302,Residential,Single Family,,,,POINT (-72.93779 41.70708)
200161,2020,1/7/2021,Guilford,82 WAUWINET CT,70630,125000,0.565,Residential,Condo,,,,POINT (-72.69406 41.40016)
200128,2020,06/14/2021,Killingworth,82 CHITTENDEN ROAD,183900,205000,0.897,Residential,Single Family,25 - Other,NOT BETWEEN WILLING BUYER AND SELLER,,POINT (-72.56977 41.34876)
200345,2020,12/11/2020,Manchester,179 SPRUCE STREET,124000,122000,1.016393443,Residential,Two Family,,,NO MLS,POINT (-72.51599 41.77011)
200492,2020,02/16/2021,Bristol,1018 BURLINGTON AVE,119740,280000,0.427642857,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,
20000089,2020,01/25/2021,Granby,11 WEST GRANBY RD,156030,240000,0.6501,Residential,Single Family,,,,POINT (-72.79543 41.9561)
200767,2020,09/16/2021,Groton,96 JOHL DR,149660,280000,0.5345,Residential,Single Family,,,,POINT (-72.05456 41.34069)
200071,2020,12/16/2020,Essex,LOT 3-1 DEEP RIVER RD,20900,9000,2.3222,Vacant Land,,25 - Other,CENTERBROOK,,
201311,2020,08/25/2021,Griswold,30 POPPLE BRIDGE RD,140700,325000,0.4329,Residential,Single Family,,,,
201299,2020,07/16/2021,Cromwell,3 BELLEVUE TERRACE,151270,400000,0.378175,Residential,Single Family,07 - Change in Property,UPDATE/REMOD NOT REFLECTED IN OUR RECORD,,POINT (-72.65521 41.59653)
200028,2020,11/16/2020,Bethany,183 BETHMOUR RD,194590,358500,0.5427,Residential,Single Family,,,,
20080,2020,11/4/2020,Farmington,30 GREAT MEADOW LA,97400,138500,0.7032,Residential,Condo,,,,
200518,2020,01/19/2021,Greenwich,27 KHAKUM WOOD ROAD,4582550,6880000,0.666,Residential,Single Family,,,,POINT (-73.64636 41.06806)
200410,2020,06/29/2021,Guilford,140 IRONWOOD RD,564830,926747,0.6094,Residential,Single Family,,,,
201199,2020,9/8/2021,Hartford,147 TREMONT ST,164861,462000,0.356841991,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #20580,
200191,2020,5/6/2021,East Haddam,22 FOREST WAY,356630,750000,0.4755,Residential,Single Family,,,,POINT (-72.32853 41.51526)
20262,2020,1/4/2021,East Hartford,260 WOODMONT DR,146470,270000,0.5424,Residential,Single Family,,,,
200308,2020,12/16/2020,Bristol,40 MERRILL CT,481220,790000,0.6091,Residential,Single Family,,,,
200341,2020,06/18/2021,Avon,60 WOODHAVEN DRIVE,247910,425000,0.5833,Residential,Single Family,,INCL 56 WOODHAVEN DRIVE,,POINT (-72.87074 41.7852)
200174,2020,11/3/2020,Greenwich,294 ROUND HILL ROAD,1928780,2850000,0.6767,Residential,Single Family,,,,POINT (-73.66365 41.08193)
201531,2020,09/16/2021,Danbury,4 GREENLAWN DR,0,109995,0,Residential,Single Family,07 - Change in Property,NEW MOBILE HOME / D15017-151,,POINT (-73.50617 41.38886)
200528,2020,09/20/2021,Madison,21 BRADLEY CORNERS RD,229300,333500,0.6875,Residential,Single Family,,,,POINT (-72.66564 41.33838)
200352,2020,02/26/2021,Enfield,15 CORA ST,106610,185000,0.5762,Residential,Single Family,01 - Family,,,
200065,2020,11/9/2020,Avon,37 OAKRIDGE DRIVE,249670,405000,0.6164,Residential,Single Family,,,,POINT (-72.85554 41.7991)
20641,2020,04/16/2021,Hartford,100 WELLS ST #R904 & 100 WELLS,25325,92500,0.273783784,Residential,Condo,24 - Plottage,,,POINT (-72.67595 41.76348)
2020077,2020,12/2/2020,Ansonia,5 JEWETT ST,140400,179000,0.7843,Residential,Single Family,25 - Other,LOW SALE; SPEC WARR DEED,,POINT (-73.07227 41.34172)
200615,2020,03/19/2021,Bristol,561 REDSTONE HILL RD,170170,329900,0.5158,Residential,Single Family,,,,POINT (-72.89452 41.65689)
201237,2020,06/21/2021,Griswold,419 ROODE RD,88618,320000,0.27693125,Residential,Single Family,07 - Change in Property,CONSTRUCTION NOT COMPLETE,,
20455,2020,7/1/2021,Darien,74 CHRISTIE HILL ROAD,1071840,2700000,0.396977778,Residential,Single Family,07 - Change in Property,,FIELD CARD UPDATED AFTER SALE PER MLS LISTING,POINT (-73.50609 41.08309)
200329,2020,02/24/2021,Glastonbury,50 ACCORNERO LN,180300,400000,0.4507,Vacant Land,,,,,POINT (-72.55929 41.64955)
201215,2020,9/3/2021,Manchester,44 TANIA DRIVE,341100,530000,0.6435,Residential,Single Family,,,,POINT (-72.48083 41.76276)
201230,2020,05/25/2021,Cromwell,10 MORNING VIEW DRIVE,110600,204000,0.5421,Residential,Condo,,,,
20051,2020,4/9/2021,Lisbon,71 KINSMAN HILL RD,131300,300000,0.4376,Residential,Single Family,,,,
200880,2020,06/14/2021,Manchester,39 RIVERSIDE DRIVE,86300,201500,0.4282,Residential,Single Family,,,,
2000290,2020,06/25/2021,Bloomfield,9 CARAMOOR PARK,148190,230000,0.6443,Residential,Condo,,,,POINT (-72.7685 41.80915)
2020309,2020,06/30/2021,Berlin,368 ALLING ST,155800,265000,0.5879,Residential,Single Family,,,,POINT (-72.77405 41.63456)
20135,2020,4/5/2021,Derby,10 LILAC CIRCLE,305130,423000,0.7213,Residential,Single Family,,,,
200649,2020,03/29/2021,Manchester,84 AVONDALE ROAD,97900,215000,0.4553,Residential,Single Family,,,,POINT (-72.51111 41.79217)
201472,2020,07/26/2021,Greenwich,40 BRUCE PARK DRIVE,656670,1320000,0.4974,Residential,Single Family,25 - Other,SOLD AS IS - TEAR DOWN SALE,,POINT (-73.6079 41.02323)
20023,2020,3/8/2021,Andover,315 LAKE RD,167200,275000,0.608,Residential,Single Family,,,,
200522,2020,01/25/2021,Danbury,11 RIDGECREST RD,288000,207500,1.3879,Residential,Single Family,08 - Part Interest,PART INTEREST,,POINT (-73.48458 41.42461)
2020398,2020,9/3/2021,Berlin,2378 & 2402 BERLIN TPK,62100,410000,0.1514,Vacant Land,,25 - Other,OTHER,,
200066,2020,12/4/2020,Essex,40 WALNUT ST,168700,333000,0.5066,Residential,Single Family,,,,POINT (-72.44495 41.34193)
200571,2020,09/13/2021,Guilford,218 NUT PLAINS RD,165030,150000,1.1002,Residential,Single Family,01 - Family,,,
201620,2020,08/19/2021,Greenwich,1141 KING STREET,1938230,2850000,0.68,Residential,Single Family,,,,POINT (-73.69236 41.05716)
200754,2020,07/26/2021,Enfield,3 SOUTH ST,105330,263400,0.399886105,Residential,Two Family,07 - Change in Property,,"RENOVATED - PREVIOUS SALE 8/18/20 $80,000",POINT (-72.60244 41.99483)
201331,2020,8/5/2021,Danbury,103 LARSON DR,188600,348000,0.5419,Residential,Condo,,C15019-3,,POINT (-73.51055 41.387)
200340,2020,9/7/2021,Coventry,186 ARMSTRONG RD,186900,320000,0.584,Residential,Single Family,,,,POINT (-72.28824 41.76097)
200022,2020,11/19/2020,Harwinton,88 ORCHARD HILL RD,166920,248000,0.673,Residential,Single Family,,,,
2000292,2020,06/25/2021,Bloomfield,30 GABB ROAD,121390,160000,0.7586,Residential,Single Family,,,,POINT (-72.7403 41.8262)
20136,2020,4/5/2021,Derby,24 KINDLE LN,139440,298000,0.4679,Residential,Single Family,,,,POINT (-73.07395 41.31365)
20060,2002,1/8/2003,Portland,12 APPLETREE LN,0,84000,0,,,8,,,
