brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
ROKC,,15.6 Inches,Crimson,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1164.31
HP,,14 Inches,Burgundy,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1439.68
HP,,15.6 Inches,Crimson,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,938.61
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,726.38
MSI,Stealth 15M B12UE,15.6 Inches,Core Black,2 TB,Core i7 Family,48 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1194.42
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,684.18
Dell,Precision 3581 Laptop,15.6 Inches,Silver,512 GB,Core i9,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,,,1108.46
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2050,,,,730.35
Dell,Latitude 7440 Laptop,14 Inches,Maroon,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1046.28
Dell,Latitude 7340 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1082.12
Dell,Latitude 3420 Laptop,14 Inches,Scarlet,2000 GB,Core i5,,Windows 11 Home,,,,,,928.09
Dell,Inspiron 5410 2-in-1,14 Inches,"Grey, Platinum Silver",128 GB,Core i5,4 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,848.0
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,727.97
DELL,Inspiron,16 Inches,Red,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,491.34
ROKC,Ideapad 3,15.6 Inches,Burgundy,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,974.2
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,502.13
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,736.33
ROKC,,14 Inches,Scarlet,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1225.01
Dell,Latitude 3520 Laptop,15.6 Inches,Red,512 GB,Core i5,,Windows 10 Home,,,,,,1007.1
Dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,973.11
Dell,Latitude 7420 Laptop,14 Inches,Crimson,512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,,,,1223.77
Dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Core i5,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1173.41
Dell,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,936.77
Dell,Latitude 7330 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,928.19
Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,1623.2
ASUS,TUF Dash 15,15.6 Inches,Eclipse Gray,1 TB,Core i7 Family,16 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,740.03
Dell,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,808.75
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1077.52
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,128 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1430.52
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",512 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1055.03
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1429.48
HP,,14 Inches,Red,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1010.3
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1309.93
Lenovo,ThinkPad T16 Gen 1,16 Inches,Thunder Black,1 TB,Core i7 Family,16 GB,Windows 10 Pro,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Integrated,,,,941.64
Dell,Latitude 5420 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,815.89
Dell,Latitude 7420 2-in-1,14 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,790.53
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,654.97
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX550,,,,859.19
ASUS,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5 4600H,16 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,785.56
Lenovo,IdeaPad 3 81X8,15.6 Inches,Almond,1 TB,Core i3 Family,12 GB,Windows 10 Home,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,686.95
Dell,XPS 9320 Laptop,13.4 Inches,Platinum,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,974.54
DELL,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,AMD Ryzen 7,24 GB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,,978.07
Dell,Precision 7780 Laptop,17 Inches,Silver,32 GB,Core i9,128 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1238.67
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1029.26
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1118.68
MSI,Stealth GS66 12UGS-025,15.6 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,905.2
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1296.1
Dell,Alienware x14 R2 Laptop,14 Inches,Silver,4000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,885.65
Dell,Precision 3581 Laptop,15.6 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,810.53
Dell,Latitude 5530 Laptop,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX250,,,,718.13
Dell,Latitude 5440 Laptop,14 Inches,Black,512 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1161.31
Dell,Precision 5770 Laptop,17 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,1155.3
Dell,Precision 7780 Laptop,17 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1214.38
Dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Core i9,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,465.42
Dell,Precision 7770 Laptop,17.3 Inches,Silver,256 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia RTX A3000,,,,1014.49
Dell,Precision 3480 Laptop,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1252.75
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070 Ti,,,,711.0
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,692.94
HP,,14 Inches,Burgundy,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,769.26
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,965.7
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,442.82
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1026.91
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,586.16
Dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1150.01
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,756.3
Dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1105.95
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1021.23
Dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1334.36
Dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,4000 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,678.53
Dell,Latitude 5520 Laptop,15.6 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1495.84
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Core i5,32 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1262.3
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,582.68
DELL,Inspiron,16 Inches,Crimson,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,667.18
ROKC,Ideapad 3,15.6 Inches,Maroon,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1098.56
MSI,Vector GP66 12UGS-267,15.66 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1071.38
MSI,Stealth GS66 12UGS-025,15.6 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,891.52
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1002.95
Dell,Alienware m16 R1,16 Inches,Dark Metallic Moon,4 TB,Core i7 Family,64 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,,,1299.55
Dell,Latitude 7420 Laptop,14 Inches,Crimson,256 GB,Core i7,16 GB,Windows 10 Home,,Integrated,,,,1207.45
Acer,Nitro 5 AN515,15.6 Inches,Obisidian Black,2 TB,Core i7 Family,64 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,850.98
Dell,Alienware m16 Laptop,16 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,1172.06
Dell,Latitude 5430 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1029.82
Dell,Precision 7560 Laptop,15.6 Inches,Silver,1000 GB,Core i7,8 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia T1200,,,,1446.89
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,591.55
ASUS,ROG Strix G15,15.6 Inches,Eclipse gray,1 TB,AMD Ryzen 7,32 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1100.22
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,784.16
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1087.67
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,892.2
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3080,,,,975.66
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 2050,,,,1197.63
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,1208.4
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,973.42
Dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1091.35
Dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce MX350,,,,1312.06
Dell,Latitude 3420 Laptop,14 Inches,Burgundy,512 GB,Core i5,16 GB,Windows 10 Home,,Integrated,,,,1347.16
Dell,Precision 3480 Laptop,14 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,1029.58
Dell,Latitude 3420 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,945.38
Dell,Precision 7770 Laptop,17.3 Inches,Silver,2000 GB,Core i7,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A4500,,,,737.41
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,842.06
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1053.37
ROKC,Ideapad 3,15.6 Inches,Scarlet,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1116.91
MSI,Vector GP66 12UGS-267,15.66 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1205.88
MSI,Stealth GS66 12UGS-025,15.6 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1108.75
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,882.35
Dell,Precision 3470 Laptop,14 Inches,Silver,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia Quadro T550,,,,1048.83
Dell,G15 5515 Laptop,15.6 Inches,Grey,512 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 3060,,,,829.77
Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4080,,,,1277.94
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,922.61
Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,512 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,910.74
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i9,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,798.22
Dell,Latitude 7340 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1169.53
Dell,Latitude 7440 2-in-1,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1095.02
Dell,Inspiron 5630 Laptop,16 Inches,Platinum Silver,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1191.0
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1535.44
HP,,14 Inches,Red,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1302.6
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1110.73
DELL,G7 16 7620,16 Inches,Obsidian Black,2 TB,Intel Core i9,48 GB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,1018.06
Dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1133.33
Dell,Latitude 5440 Laptop,14 Inches,Black,256 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,790.39
HP,15-DW300,15.6 Inches,Natural Silver,2 TB,Core i5 Family,24 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,,,881.27
Dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Core i5,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1081.25
Dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Core i5,64 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,857.36
Dell,Inspiron 5410 Laptop,14 Inches,"Grey, Platinum Silver",128 GB,Core i7,4 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,757.3
Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,521.56
Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1150.94
Dell,Latitude 3540 Laptop,15.6 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1366.56
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1214.72
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1661.37
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,789.35
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,751.64
MSI,Stealth GS66 12UGS-025,15.6 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1079.71
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1108.16
Dell,XPS 9315 2-in-1,13 Inches,Platinum Silver,512 GB,Core i5,8 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,428.21
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,1252.79
Dell,G15 5520,15.6 Inches,Dark Shadow Grey,2 TB,Core i7 Family,48 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,1284.27
Dell,Latitude 7330 2-in-1,13.3 Inches,Maroon,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,798.9
Dell,Latitude 3520 Laptop,15.6 Inches,Crimson,2000 GB,Core i5,,Windows 11 Pro,,,,,,951.54
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Intel Arc A370M,,,,869.3
Dell,Latitude 5340 2-in-1,13.3 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,1231.8
Dell,Precision 3581 Laptop,15.6 Inches,Silver,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,,,904.31
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,512 GB,AMD Ryzen 7,8 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,,,1092.36
Dell,Alienware m18 Laptop,18 Inches,Black,2000 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,1076.46
acer,Nitro 5 AN515,15.6 Inches,Obsidian Black,1 TB,Core i7 Family,32 GB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,,,706.0
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1162.78
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,784.87
HP,,15.6 Inches,Burgundy,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1319.13
Dell,Latitude 7440 Laptop,14 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1069.57
Dell,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,1579.14
Dell,Alienware m18 Laptop,18 Inches,Black,4000 GB,Core i9,64 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4090,,,,1001.26
Dell,Latitude 5440 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1073.47
Dell,Latitude 7440 Laptop,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1124.13
Dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Core i5,64 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,,757.6
Dell,Latitude 3520 Laptop,15.6 Inches,Maroon,2000 GB,Core i7,,Windows 10 Home,,,,,,1409.77
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i9,32 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,,,641.01
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1403.36
DELL,Inspiron,16 Inches,Red,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,972.72
ROKC,Ideapad 3,15.6 Inches,Scarlet,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1300.38
MSI,Vector GP66 12UGS-267,15.66 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,227.44
MSI,Stealth GS66 12UGS-025,15.6 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,932.7
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,878.28
Dell,XPS 9320 Laptop,13.4 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,692.06
Dell,Alienware m18 Laptop,18 Inches,Maroon,1000 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,,1549.66
Dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A5500,,,,1471.78
Dell,XPS 9320 Laptop,13.4 Inches,Gray,1000 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,878.47
Dell,Latitude 7440 Laptop,14 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,936.14
Dell,Alienware X16 Laptop,16 Inches,Silver,1000 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,,,1205.3
Dell,Latitude 7340 Laptop,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1139.14
Dell,Alienware m18 Laptop,18 Inches,Black,2000 GB,Core i7,64 GB,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,,,1020.25
ASUS,ASUS TUF Dash 15,15.6 Inches,Eclipse Gray,1 TB,Core i7 Family,12 GB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,,603.96
ROKC,,15.6 Inches,Red,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,987.48
HP,,14 Inches,Scarlet,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1011.62
HP,,15.6 Inches,Crimson,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,812.36
